event_name,genre,location,review,category,sentiment,year
Lollapalooza Delhi,Sports,Goa,Expected better performances.,Value for Money,Negative,2020
Lollapalooza Bangalore,Fashion,Jaipur,"Stellar show, exceeded expectations!",Content Quality,Positive,2020
Lollapalooza Bangalore,Comedy,Mumbai,Had fun but a few things could be improved.,Content Quality,Neutral,2022
Lollapalooza Bangalore,Sports,Chennai,I would not recommend this event to anyone.,Content Quality,Negative,2020
Lollapalooza Bangalore,Theatre,Hyderabad,The event was well-organized and enjoyable.,Venue & Facilities,Positive,2020
Lollapalooza Bangalore,Music,Mumbai,Had fun but a few things could be improved.,Venue & Facilities,Neutral,2020
Lollapalooza Bangalore,Sports,Ahmedabad,The event was a complete letdown.,Venue & Facilities,Negative,2022
Lollapalooza Bangalore,Music,Delhi,"Great value for money, would attend again!",Staff & Service,Positive,2020
Lollapalooza Bangalore,Sports,Bangalore,"Average event, could be better.",Staff & Service,Neutral,2023
Lollapalooza Bangalore,Sports,Hyderabad,I would not recommend this event to anyone.,Staff & Service,Negative,2019
Lollapalooza Bangalore,Theatre,Hyderabad,The event was well-organized and enjoyable.,Value for Money,Positive,2019
Lollapalooza Bangalore,Sports,Ahmedabad,"The event was alright, but not exceptional.",Value for Money,Neutral,2021
Lollapalooza Bangalore,Theatre,Mumbai,The event was a complete letdown.,Value for Money,Negative,2020
Pro Kabaddi Final Mumbai,Fashion,Chennai,"Loved the experience, highly recommended!",Content Quality,Positive,2022
Pro Kabaddi Final Mumbai,Theatre,Bangalore,"The event was alright, but not exceptional.",Content Quality,Neutral,2023
Pro Kabaddi Final Mumbai,Comedy,Chennai,Expected better performances.,Content Quality,Negative,2023
Pro Kabaddi Final Mumbai,Music,Chennai,"Loved the experience, highly recommended!",Venue & Facilities,Positive,2019
Pro Kabaddi Final Mumbai,Theatre,Mumbai,"The performances were good, but the venue was cramped.",Venue & Facilities,Neutral,2020
Pro Kabaddi Final Mumbai,Fashion,Mumbai,The performances were underwhelming.,Venue & Facilities,Negative,2021
Pro Kabaddi Final Mumbai,Music,Hyderabad,Absolutely magical experience!,Staff & Service,Positive,2021
Pro Kabaddi Final Mumbai,Sports,Goa,It was decent but nothing extraordinary.,Staff & Service,Neutral,2023
Pro Kabaddi Final Mumbai,Comedy,Ahmedabad,The performances were underwhelming.,Staff & Service,Negative,2022
Pro Kabaddi Final Mumbai,Sports,Hyderabad,Amazing performance and great energy!,Value for Money,Positive,2021
Pro Kabaddi Final Mumbai,Fashion,Goa,Could have been better organized.,Value for Money,Neutral,2021
Pro Kabaddi Final Mumbai,Sports,Mumbai,I would not recommend this event to anyone.,Value for Money,Negative,2023
Pro Kabaddi Final Delhi,Music,Jaipur,The artists were phenomenal!,Content Quality,Positive,2022
Pro Kabaddi Final Delhi,Fashion,Goa,"The performances were good, but the venue was cramped.",Content Quality,Neutral,2019
Pro Kabaddi Final Delhi,Fashion,Ahmedabad,Not worth the money spent.,Content Quality,Negative,2020
Pro Kabaddi Final Delhi,Theatre,Hyderabad,The venue was perfect and the staff was very helpful.,Venue & Facilities,Positive,2019
Pro Kabaddi Final Delhi,Sports,Delhi,"Average event, could be better.",Venue & Facilities,Neutral,2022
Pro Kabaddi Final Delhi,Theatre,Delhi,Not worth the money spent.,Venue & Facilities,Negative,2021
Pro Kabaddi Final Delhi,Fashion,Pune,The event was well-organized and enjoyable.,Staff & Service,Positive,2022
Pro Kabaddi Final Delhi,Fashion,Jaipur,"Average event, could be better.",Staff & Service,Neutral,2022
Pro Kabaddi Final Delhi,Theatre,Kolkata,Not worth the money spent.,Staff & Service,Negative,2019
Pro Kabaddi Final Delhi,Music,Ahmedabad,"Stellar show, exceeded expectations!",Value for Money,Positive,2021
Pro Kabaddi Final Delhi,Comedy,Pune,"It was okay, but I expected more.",Value for Money,Neutral,2019
Pro Kabaddi Final Delhi,Sports,Mumbai,I would not recommend this event to anyone.,Value for Money,Negative,2020
Pro Kabaddi Final Hyderabad,Theatre,Jaipur,"Loved the experience, highly recommended!",Content Quality,Positive,2022
Pro Kabaddi Final Hyderabad,Music,Jaipur,"The event was alright, but not exceptional.",Content Quality,Neutral,2023
Pro Kabaddi Final Hyderabad,Sports,Pune,The performances were underwhelming.,Content Quality,Negative,2023
Pro Kabaddi Final Hyderabad,Theatre,Bangalore,A night to remember!,Venue & Facilities,Positive,2023
Pro Kabaddi Final Hyderabad,Music,Hyderabad,"Mixed feelings, some good moments.",Venue & Facilities,Neutral,2020
Pro Kabaddi Final Hyderabad,Sports,Pune,Not worth the money spent.,Venue & Facilities,Negative,2019
Pro Kabaddi Final Hyderabad,Fashion,Kolkata,Fantastic vibe and great organization!,Staff & Service,Positive,2021
Pro Kabaddi Final Hyderabad,Fashion,Chennai,Okayish experience overall.,Staff & Service,Neutral,2020
Pro Kabaddi Final Hyderabad,Music,Mumbai,I would not recommend this event to anyone.,Staff & Service,Negative,2022
Pro Kabaddi Final Hyderabad,Comedy,Pune,Absolutely magical experience!,Value for Money,Positive,2019
Pro Kabaddi Final Hyderabad,Music,Chennai,"Average event, could be better.",Value for Money,Neutral,2021
Pro Kabaddi Final Hyderabad,Fashion,Goa,Disappointed with the organization.,Value for Money,Negative,2020
Fashion Week Mumbai,Music,Bangalore,Absolutely magical experience!,Content Quality,Positive,2020
Fashion Week Mumbai,Fashion,Pune,"The performances were good, but the venue was cramped.",Content Quality,Neutral,2019
Fashion Week Mumbai,Comedy,Bangalore,The venue was too crowded and uncomfortable.,Content Quality,Negative,2020
Fashion Week Mumbai,Fashion,Bangalore,The venue was perfect and the staff was very helpful.,Venue & Facilities,Positive,2022
Fashion Week Mumbai,Sports,Jaipur,"Mixed feelings, some good moments.",Venue & Facilities,Neutral,2021
Fashion Week Mumbai,Music,Delhi,The staff was rude and unhelpful.,Venue & Facilities,Negative,2022
Fashion Week Mumbai,Comedy,Mumbai,"Stellar show, exceeded expectations!",Staff & Service,Positive,2022
Fashion Week Mumbai,Comedy,Bangalore,"Decent experience, but not worth the hype.",Staff & Service,Neutral,2020
Fashion Week Mumbai,Theatre,Chennai,The event was a complete letdown.,Staff & Service,Negative,2021
Fashion Week Mumbai,Fashion,Goa,Amazing performance and great energy!,Value for Money,Positive,2019
Fashion Week Mumbai,Sports,Jaipur,Could have been better organized.,Value for Money,Neutral,2019
Fashion Week Mumbai,Sports,Hyderabad,The performances were underwhelming.,Value for Money,Negative,2020
Fashion Week Delhi,Fashion,Chennai,The venue was perfect and the staff was very helpful.,Content Quality,Positive,2021
Fashion Week Delhi,Sports,Delhi,"The performances were good, but the venue was cramped.",Content Quality,Neutral,2019
Fashion Week Delhi,Fashion,Bangalore,Crowd management was terrible.,Content Quality,Negative,2021
Fashion Week Delhi,Theatre,Goa,"Loved the experience, highly recommended!",Venue & Facilities,Positive,2023
Fashion Week Delhi,Sports,Ahmedabad,Had fun but a few things could be improved.,Venue & Facilities,Neutral,2022
Fashion Week Delhi,Theatre,Pune,I would not recommend this event to anyone.,Venue & Facilities,Negative,2021
Fashion Week Delhi,Comedy,Hyderabad,The event was well-organized and enjoyable.,Staff & Service,Positive,2019
Fashion Week Delhi,Music,Goa,Could have been better organized.,Staff & Service,Neutral,2020
Fashion Week Delhi,Sports,Hyderabad,Poor sound quality and bad management.,Staff & Service,Negative,2021
Fashion Week Delhi,Fashion,Delhi,The artists were phenomenal!,Value for Money,Positive,2023
Fashion Week Delhi,Music,Jaipur,"Average event, could be better.",Value for Money,Neutral,2020
Fashion Week Delhi,Sports,Jaipur,Disappointed with the organization.,Value for Money,Negative,2023
Fashion Week Bangalore,Music,Delhi,A night to remember!,Content Quality,Positive,2022
Fashion Week Bangalore,Sports,Hyderabad,"Average event, could be better.",Content Quality,Neutral,2021
Fashion Week Bangalore,Comedy,Jaipur,Expected better performances.,Content Quality,Negative,2019
Fashion Week Bangalore,Fashion,Mumbai,Fantastic vibe and great organization!,Venue & Facilities,Positive,2022
Fashion Week Bangalore,Theatre,Kolkata,"Average event, could be better.",Venue & Facilities,Neutral,2023
Fashion Week Bangalore,Sports,Mumbai,The performances were underwhelming.,Venue & Facilities,Negative,2020
Fashion Week Bangalore,Fashion,Delhi,A night to remember!,Staff & Service,Positive,2021
Fashion Week Bangalore,Comedy,Mumbai,"Average event, could be better.",Staff & Service,Neutral,2020
Fashion Week Bangalore,Theatre,Pune,I would not recommend this event to anyone.,Staff & Service,Negative,2021
Fashion Week Bangalore,Sports,Goa,Absolutely magical experience!,Value for Money,Positive,2019
Fashion Week Bangalore,Theatre,Delhi,"It was okay, but I expected more.",Value for Money,Neutral,2020
Fashion Week Bangalore,Music,Jaipur,The staff was rude and unhelpful.,Value for Money,Negative,2021
Shreya Ghoshal Live Mumbai,Theatre,Bangalore,"Great value for money, would attend again!",Content Quality,Positive,2021
Shreya Ghoshal Live Mumbai,Music,Goa,"Mixed feelings, some good moments.",Content Quality,Neutral,2021
Shreya Ghoshal Live Mumbai,Music,Goa,Expected better performances.,Content Quality,Negative,2021
Shreya Ghoshal Live Mumbai,Theatre,Kolkata,The artists were phenomenal!,Venue & Facilities,Positive,2020
Shreya Ghoshal Live Mumbai,Fashion,Ahmedabad,Could have been better organized.,Venue & Facilities,Neutral,2023
Shreya Ghoshal Live Mumbai,Comedy,Chennai,I would not recommend this event to anyone.,Venue & Facilities,Negative,2022
Shreya Ghoshal Live Mumbai,Theatre,Bangalore,A night to remember!,Staff & Service,Positive,2021
Shreya Ghoshal Live Mumbai,Comedy,Ahmedabad,"It was okay, but I expected more.",Staff & Service,Neutral,2021
Shreya Ghoshal Live Mumbai,Theatre,Mumbai,Crowd management was terrible.,Staff & Service,Negative,2020
Shreya Ghoshal Live Mumbai,Theatre,Bangalore,Absolutely magical experience!,Value for Money,Positive,2019
Shreya Ghoshal Live Mumbai,Theatre,Jaipur,Could have been better organized.,Value for Money,Neutral,2020
Shreya Ghoshal Live Mumbai,Theatre,Goa,Not worth the money spent.,Value for Money,Negative,2022
Shreya Ghoshal Live Delhi,Comedy,Pune,Fantastic vibe and great organization!,Content Quality,Positive,2021
Shreya Ghoshal Live Delhi,Music,Kolkata,"Decent experience, but not worth the hype.",Content Quality,Neutral,2022
Shreya Ghoshal Live Delhi,Fashion,Hyderabad,Poor sound quality and bad management.,Content Quality,Negative,2019
Shreya Ghoshal Live Delhi,Fashion,Delhi,"Stellar show, exceeded expectations!",Venue & Facilities,Positive,2023
Shreya Ghoshal Live Delhi,Comedy,Jaipur,It was decent but nothing extraordinary.,Venue & Facilities,Neutral,2021
Shreya Ghoshal Live Delhi,Fashion,Bangalore,The performances were underwhelming.,Venue & Facilities,Negative,2022
Shreya Ghoshal Live Delhi,Music,Pune,"Stellar show, exceeded expectations!",Staff & Service,Positive,2020
Shreya Ghoshal Live Delhi,Theatre,Ahmedabad,Could have been better organized.,Staff & Service,Neutral,2019
Shreya Ghoshal Live Delhi,Music,Pune,Expected better performances.,Staff & Service,Negative,2021
Shreya Ghoshal Live Delhi,Sports,Mumbai,Absolutely magical experience!,Value for Money,Positive,2020
Shreya Ghoshal Live Delhi,Comedy,Goa,"It was okay, but I expected more.",Value for Money,Neutral,2019
Shreya Ghoshal Live Delhi,Sports,Chennai,Crowd management was terrible.,Value for Money,Negative,2021
Shreya Ghoshal Live Chennai,Music,Hyderabad,The artists were phenomenal!,Content Quality,Positive,2020
Shreya Ghoshal Live Chennai,Comedy,Jaipur,Could have been better organized.,Content Quality,Neutral,2022
Shreya Ghoshal Live Chennai,Comedy,Hyderabad,Poor sound quality and bad management.,Content Quality,Negative,2020
Shreya Ghoshal Live Chennai,Theatre,Jaipur,Absolutely magical experience!,Venue & Facilities,Positive,2023
Shreya Ghoshal Live Chennai,Theatre,Bangalore,Had fun but a few things could be improved.,Venue & Facilities,Neutral,2019
Shreya Ghoshal Live Chennai,Fashion,Chennai,I would not recommend this event to anyone.,Venue & Facilities,Negative,2023
Shreya Ghoshal Live Chennai,Sports,Jaipur,Amazing performance and great energy!,Staff & Service,Positive,2020
Shreya Ghoshal Live Chennai,Theatre,Goa,Had fun but a few things could be improved.,Staff & Service,Neutral,2020
Shreya Ghoshal Live Chennai,Theatre,Goa,The event was a complete letdown.,Staff & Service,Negative,2023
Shreya Ghoshal Live Chennai,Fashion,Mumbai,"Great value for money, would attend again!",Value for Money,Positive,2021
Shreya Ghoshal Live Chennai,Fashion,Pune,Could have been better organized.,Value for Money,Neutral,2021
Shreya Ghoshal Live Chennai,Theatre,Pune,The performances were underwhelming.,Value for Money,Negative,2020
Ritviz x Nucleya Concert Mumbai,Comedy,Kolkata,"Great value for money, would attend again!",Content Quality,Positive,2020
Ritviz x Nucleya Concert Mumbai,Theatre,Delhi,It was decent but nothing extraordinary.,Content Quality,Neutral,2019
Ritviz x Nucleya Concert Mumbai,Music,Ahmedabad,Expected better performances.,Content Quality,Negative,2019
Ritviz x Nucleya Concert Mumbai,Music,Mumbai,The venue was perfect and the staff was very helpful.,Venue & Facilities,Positive,2023
Ritviz x Nucleya Concert Mumbai,Music,Mumbai,"The event was alright, but not exceptional.",Venue & Facilities,Neutral,2022
Ritviz x Nucleya Concert Mumbai,Comedy,Kolkata,Poor sound quality and bad management.,Venue & Facilities,Negative,2023
Ritviz x Nucleya Concert Mumbai,Music,Bangalore,"Loved the experience, highly recommended!",Staff & Service,Positive,2023
Ritviz x Nucleya Concert Mumbai,Comedy,Delhi,"Decent experience, but not worth the hype.",Staff & Service,Neutral,2021
Ritviz x Nucleya Concert Mumbai,Music,Mumbai,Poor sound quality and bad management.,Staff & Service,Negative,2019
Ritviz x Nucleya Concert Mumbai,Fashion,Bangalore,"Great value for money, would attend again!",Value for Money,Positive,2021
Ritviz x Nucleya Concert Mumbai,Comedy,Hyderabad,"It was okay, but I expected more.",Value for Money,Neutral,2019
Ritviz x Nucleya Concert Mumbai,Sports,Mumbai,Crowd management was terrible.,Value for Money,Negative,2022
Ritviz x Nucleya Concert Delhi,Theatre,Hyderabad,"Stellar show, exceeded expectations!",Content Quality,Positive,2020
Ritviz x Nucleya Concert Delhi,Theatre,Mumbai,"The event was alright, but not exceptional.",Content Quality,Neutral,2020
Ritviz x Nucleya Concert Delhi,Sports,Jaipur,The staff was rude and unhelpful.,Content Quality,Negative,2021
Ritviz x Nucleya Concert Delhi,Theatre,Pune,"Stellar show, exceeded expectations!",Venue & Facilities,Positive,2021
Ritviz x Nucleya Concert Delhi,Music,Hyderabad,It was decent but nothing extraordinary.,Venue & Facilities,Neutral,2019
Ritviz x Nucleya Concert Delhi,Comedy,Goa,Poor sound quality and bad management.,Venue & Facilities,Negative,2021
Ritviz x Nucleya Concert Delhi,Theatre,Bangalore,A night to remember!,Staff & Service,Positive,2019
Ritviz x Nucleya Concert Delhi,Theatre,Mumbai,"The performances were good, but the venue was cramped.",Staff & Service,Neutral,2022
Ritviz x Nucleya Concert Delhi,Theatre,Ahmedabad,Crowd management was terrible.,Staff & Service,Negative,2021
Ritviz x Nucleya Concert Delhi,Sports,Bangalore,The artists were phenomenal!,Value for Money,Positive,2021
Ritviz x Nucleya Concert Delhi,Sports,Hyderabad,"The event was alright, but not exceptional.",Value for Money,Neutral,2019
Ritviz x Nucleya Concert Delhi,Music,Ahmedabad,Crowd management was terrible.,Value for Money,Negative,2019
Ritviz x Nucleya Concert Bangalore,Theatre,Hyderabad,The event was well-organized and enjoyable.,Content Quality,Positive,2022
Ritviz x Nucleya Concert Bangalore,Comedy,Mumbai,"The event was alright, but not exceptional.",Content Quality,Neutral,2022
Ritviz x Nucleya Concert Bangalore,Fashion,Bangalore,Expected better performances.,Content Quality,Negative,2022
Ritviz x Nucleya Concert Bangalore,Fashion,Mumbai,Absolutely magical experience!,Venue & Facilities,Positive,2019
Ritviz x Nucleya Concert Bangalore,Comedy,Delhi,"The performances were good, but the venue was cramped.",Venue & Facilities,Neutral,2022
Ritviz x Nucleya Concert Bangalore,Music,Hyderabad,Poor sound quality and bad management.,Venue & Facilities,Negative,2022
Ritviz x Nucleya Concert Bangalore,Theatre,Jaipur,The venue was perfect and the staff was very helpful.,Staff & Service,Positive,2022
Ritviz x Nucleya Concert Bangalore,Comedy,Pune,Had fun but a few things could be improved.,Staff & Service,Neutral,2021
Ritviz x Nucleya Concert Bangalore,Music,Chennai,Not worth the money spent.,Staff & Service,Negative,2023
Ritviz x Nucleya Concert Bangalore,Fashion,Delhi,Absolutely magical experience!,Value for Money,Positive,2021
Ritviz x Nucleya Concert Bangalore,Music,Ahmedabad,"Average event, could be better.",Value for Money,Neutral,2022
Ritviz x Nucleya Concert Bangalore,Sports,Kolkata,The performances were underwhelming.,Value for Money,Negative,2020
Trevor Noah India Tour Mumbai,Sports,Hyderabad,The event was well-organized and enjoyable.,Content Quality,Positive,2023
Trevor Noah India Tour Mumbai,Fashion,Chennai,Had fun but a few things could be improved.,Content Quality,Neutral,2019
Trevor Noah India Tour Mumbai,Theatre,Ahmedabad,Not worth the money spent.,Content Quality,Negative,2019
Trevor Noah India Tour Mumbai,Music,Jaipur,Amazing performance and great energy!,Venue & Facilities,Positive,2023
Trevor Noah India Tour Mumbai,Sports,Ahmedabad,Had fun but a few things could be improved.,Venue & Facilities,Neutral,2023
Trevor Noah India Tour Mumbai,Sports,Goa,The performances were underwhelming.,Venue & Facilities,Negative,2023
Trevor Noah India Tour Mumbai,Sports,Kolkata,Fantastic vibe and great organization!,Staff & Service,Positive,2020
Trevor Noah India Tour Mumbai,Fashion,Ahmedabad,Okayish experience overall.,Staff & Service,Neutral,2020
Trevor Noah India Tour Mumbai,Sports,Jaipur,The staff was rude and unhelpful.,Staff & Service,Negative,2023
Trevor Noah India Tour Mumbai,Fashion,Goa,Absolutely magical experience!,Value for Money,Positive,2023
Trevor Noah India Tour Mumbai,Music,Chennai,Could have been better organized.,Value for Money,Neutral,2019
Trevor Noah India Tour Mumbai,Fashion,Goa,I would not recommend this event to anyone.,Value for Money,Negative,2023
Trevor Noah India Tour Delhi,Theatre,Hyderabad,Fantastic vibe and great organization!,Content Quality,Positive,2019
Trevor Noah India Tour Delhi,Fashion,Delhi,Could have been better organized.,Content Quality,Neutral,2023
Trevor Noah India Tour Delhi,Theatre,Chennai,I would not recommend this event to anyone.,Content Quality,Negative,2022
Trevor Noah India Tour Delhi,Comedy,Hyderabad,Amazing performance and great energy!,Venue & Facilities,Positive,2019
Trevor Noah India Tour Delhi,Music,Chennai,"Decent experience, but not worth the hype.",Venue & Facilities,Neutral,2022
Trevor Noah India Tour Delhi,Fashion,Pune,Poor sound quality and bad management.,Venue & Facilities,Negative,2020
Trevor Noah India Tour Delhi,Fashion,Ahmedabad,"Great value for money, would attend again!",Staff & Service,Positive,2020
Trevor Noah India Tour Delhi,Fashion,Ahmedabad,"The performances were good, but the venue was cramped.",Staff & Service,Neutral,2019
Trevor Noah India Tour Delhi,Comedy,Mumbai,The venue was too crowded and uncomfortable.,Staff & Service,Negative,2023
Trevor Noah India Tour Delhi,Comedy,Ahmedabad,"Stellar show, exceeded expectations!",Value for Money,Positive,2022
Trevor Noah India Tour Delhi,Comedy,Kolkata,"Decent experience, but not worth the hype.",Value for Money,Neutral,2019
Trevor Noah India Tour Delhi,Comedy,Chennai,Crowd management was terrible.,Value for Money,Negative,2020
Trevor Noah India Tour Bangalore,Theatre,Goa,"Stellar show, exceeded expectations!",Content Quality,Positive,2020
Trevor Noah India Tour Bangalore,Music,Goa,Could have been better organized.,Content Quality,Neutral,2023
Trevor Noah India Tour Bangalore,Music,Ahmedabad,The staff was rude and unhelpful.,Content Quality,Negative,2019
Trevor Noah India Tour Bangalore,Sports,Chennai,Absolutely magical experience!,Venue & Facilities,Positive,2019
Trevor Noah India Tour Bangalore,Sports,Jaipur,Could have been better organized.,Venue & Facilities,Neutral,2022
Trevor Noah India Tour Bangalore,Comedy,Mumbai,The event was a complete letdown.,Venue & Facilities,Negative,2022
Trevor Noah India Tour Bangalore,Comedy,Chennai,Absolutely magical experience!,Staff & Service,Positive,2021
Trevor Noah India Tour Bangalore,Music,Pune,"The performances were good, but the venue was cramped.",Staff & Service,Neutral,2021
Trevor Noah India Tour Bangalore,Fashion,Delhi,I would not recommend this event to anyone.,Staff & Service,Negative,2022
Trevor Noah India Tour Bangalore,Theatre,Pune,The artists were phenomenal!,Value for Money,Positive,2019
Trevor Noah India Tour Bangalore,Sports,Delhi,"Decent experience, but not worth the hype.",Value for Money,Neutral,2022
Trevor Noah India Tour Bangalore,Sports,Kolkata,I would not recommend this event to anyone.,Value for Money,Negative,2023
Royal Enfield Rider Mania Goa,Music,Jaipur,Fantastic vibe and great organization!,Content Quality,Positive,2021
Royal Enfield Rider Mania Goa,Comedy,Mumbai,Could have been better organized.,Content Quality,Neutral,2022
Royal Enfield Rider Mania Goa,Theatre,Goa,Expected better performances.,Content Quality,Negative,2023
Royal Enfield Rider Mania Goa,Theatre,Goa,"Loved the experience, highly recommended!",Venue & Facilities,Positive,2021
Royal Enfield Rider Mania Goa,Music,Kolkata,"It was okay, but I expected more.",Venue & Facilities,Neutral,2022
Royal Enfield Rider Mania Goa,Sports,Kolkata,The staff was rude and unhelpful.,Venue & Facilities,Negative,2021
Royal Enfield Rider Mania Goa,Music,Kolkata,"Stellar show, exceeded expectations!",Staff & Service,Positive,2020
Royal Enfield Rider Mania Goa,Comedy,Pune,"Average event, could be better.",Staff & Service,Neutral,2020
Royal Enfield Rider Mania Goa,Theatre,Goa,The venue was too crowded and uncomfortable.,Staff & Service,Negative,2023
Royal Enfield Rider Mania Goa,Comedy,Mumbai,Absolutely magical experience!,Value for Money,Positive,2023
Royal Enfield Rider Mania Goa,Theatre,Mumbai,"Mixed feelings, some good moments.",Value for Money,Neutral,2023
Royal Enfield Rider Mania Goa,Theatre,Chennai,The performances were underwhelming.,Value for Money,Negative,2022
Royal Enfield Rider Mania Bangalore,Theatre,Jaipur,"Loved the experience, highly recommended!",Content Quality,Positive,2022
Royal Enfield Rider Mania Bangalore,Theatre,Pune,Could have been better organized.,Content Quality,Neutral,2023
Royal Enfield Rider Mania Bangalore,Theatre,Kolkata,Poor sound quality and bad management.,Content Quality,Negative,2020
Royal Enfield Rider Mania Bangalore,Music,Ahmedabad,"Great value for money, would attend again!",Venue & Facilities,Positive,2023
Royal Enfield Rider Mania Bangalore,Comedy,Hyderabad,"Decent experience, but not worth the hype.",Venue & Facilities,Neutral,2019
Royal Enfield Rider Mania Bangalore,Comedy,Kolkata,Not worth the money spent.,Venue & Facilities,Negative,2019
Royal Enfield Rider Mania Bangalore,Comedy,Hyderabad,Amazing performance and great energy!,Staff & Service,Positive,2021
Royal Enfield Rider Mania Bangalore,Comedy,Jaipur,Okayish experience overall.,Staff & Service,Neutral,2019
Royal Enfield Rider Mania Bangalore,Sports,Goa,The event was a complete letdown.,Staff & Service,Negative,2023
Royal Enfield Rider Mania Bangalore,Music,Goa,Amazing performance and great energy!,Value for Money,Positive,2021
Royal Enfield Rider Mania Bangalore,Fashion,Goa,Okayish experience overall.,Value for Money,Neutral,2020
Royal Enfield Rider Mania Bangalore,Theatre,Bangalore,Expected better performances.,Value for Money,Negative,2022
Royal Enfield Rider Mania Chennai,Comedy,Kolkata,"Great value for money, would attend again!",Content Quality,Positive,2022
Royal Enfield Rider Mania Chennai,Theatre,Bangalore,Okayish experience overall.,Content Quality,Neutral,2023
Royal Enfield Rider Mania Chennai,Fashion,Hyderabad,Expected better performances.,Content Quality,Negative,2023
Royal Enfield Rider Mania Chennai,Music,Pune,"Stellar show, exceeded expectations!",Venue & Facilities,Positive,2019
Royal Enfield Rider Mania Chennai,Comedy,Chennai,"Decent experience, but not worth the hype.",Venue & Facilities,Neutral,2022
Royal Enfield Rider Mania Chennai,Comedy,Jaipur,Poor sound quality and bad management.,Venue & Facilities,Negative,2023
Royal Enfield Rider Mania Chennai,Fashion,Hyderabad,Amazing performance and great energy!,Staff & Service,Positive,2023
Royal Enfield Rider Mania Chennai,Sports,Delhi,"Decent experience, but not worth the hype.",Staff & Service,Neutral,2021
Royal Enfield Rider Mania Chennai,Theatre,Mumbai,Not worth the money spent.,Staff & Service,Negative,2022
Royal Enfield Rider Mania Chennai,Fashion,Chennai,The artists were phenomenal!,Value for Money,Positive,2020
Royal Enfield Rider Mania Chennai,Music,Hyderabad,Could have been better organized.,Value for Money,Neutral,2022
Royal Enfield Rider Mania Chennai,Theatre,Delhi,The staff was rude and unhelpful.,Value for Money,Negative,2023
Comic Con Mumbai,Fashion,Bangalore,The venue was perfect and the staff was very helpful.,Content Quality,Positive,2023
Comic Con Mumbai,Theatre,Goa,Had fun but a few things could be improved.,Content Quality,Neutral,2019
Comic Con Mumbai,Music,Pune,The performances were underwhelming.,Content Quality,Negative,2019
Comic Con Mumbai,Theatre,Pune,"Great value for money, would attend again!",Venue & Facilities,Positive,2023
Comic Con Mumbai,Fashion,Goa,Had fun but a few things could be improved.,Venue & Facilities,Neutral,2022
Comic Con Mumbai,Fashion,Mumbai,Expected better performances.,Venue & Facilities,Negative,2019
Comic Con Mumbai,Fashion,Bangalore,A night to remember!,Staff & Service,Positive,2023
Comic Con Mumbai,Music,Goa,"Decent experience, but not worth the hype.",Staff & Service,Neutral,2021
Comic Con Mumbai,Music,Goa,Crowd management was terrible.,Staff & Service,Negative,2021
Comic Con Mumbai,Comedy,Kolkata,Absolutely magical experience!,Value for Money,Positive,2021
Comic Con Mumbai,Music,Pune,Okayish experience overall.,Value for Money,Neutral,2019
Comic Con Mumbai,Comedy,Chennai,Crowd management was terrible.,Value for Money,Negative,2020
Comic Con Delhi,Theatre,Hyderabad,A night to remember!,Content Quality,Positive,2022
Comic Con Delhi,Comedy,Hyderabad,It was decent but nothing extraordinary.,Content Quality,Neutral,2023
Comic Con Delhi,Music,Goa,Expected better performances.,Content Quality,Negative,2021
Comic Con Delhi,Music,Bangalore,"Great value for money, would attend again!",Venue & Facilities,Positive,2020
Comic Con Delhi,Music,Jaipur,Had fun but a few things could be improved.,Venue & Facilities,Neutral,2022
Comic Con Delhi,Music,Goa,The event was a complete letdown.,Venue & Facilities,Negative,2020
Comic Con Delhi,Sports,Pune,The artists were phenomenal!,Staff & Service,Positive,2020
Comic Con Delhi,Comedy,Goa,"Mixed feelings, some good moments.",Staff & Service,Neutral,2021
Comic Con Delhi,Fashion,Chennai,Disappointed with the organization.,Staff & Service,Negative,2021
Comic Con Delhi,Theatre,Pune,Fantastic vibe and great organization!,Value for Money,Positive,2020
Comic Con Delhi,Fashion,Delhi,"The event was alright, but not exceptional.",Value for Money,Neutral,2019
Comic Con Delhi,Comedy,Mumbai,I would not recommend this event to anyone.,Value for Money,Negative,2021
Comic Con Bangalore,Fashion,Chennai,The venue was perfect and the staff was very helpful.,Content Quality,Positive,2021
Comic Con Bangalore,Sports,Bangalore,"The performances were good, but the venue was cramped.",Content Quality,Neutral,2020
Comic Con Bangalore,Music,Goa,Disappointed with the organization.,Content Quality,Negative,2022
Comic Con Bangalore,Music,Jaipur,A night to remember!,Venue & Facilities,Positive,2022
Comic Con Bangalore,Sports,Jaipur,Okayish experience overall.,Venue & Facilities,Neutral,2020
Comic Con Bangalore,Theatre,Goa,The event was a complete letdown.,Venue & Facilities,Negative,2020
Comic Con Bangalore,Theatre,Ahmedabad,The artists were phenomenal!,Staff & Service,Positive,2020
Comic Con Bangalore,Comedy,Goa,"The performances were good, but the venue was cramped.",Staff & Service,Neutral,2022
Comic Con Bangalore,Comedy,Jaipur,The performances were underwhelming.,Staff & Service,Negative,2023
Comic Con Bangalore,Comedy,Jaipur,The artists were phenomenal!,Value for Money,Positive,2020
Comic Con Bangalore,Fashion,Jaipur,Okayish experience overall.,Value for Money,Neutral,2021
Comic Con Bangalore,Music,Ahmedabad,I would not recommend this event to anyone.,Value for Money,Negative,2021
